0,1,2,3,4,5,6,LABEL
0709,070,070-07999,001-13999,001-99999,,,DISEASES AND INJURIES
80450,8045,804,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
V197,V19,V10-V1999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
51853,5185,518,510-51999,460-51999,001-99999,,DISEASES AND INJURIES
V7641,V764,V76,V70-V8299,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
94406,9440,944,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
412,410-41499,390-45999,001-99999,,,,DISEASES AND INJURIES
53290,5329,532,530-53999,520-57999,001-99999,,DISEASES AND INJURIES
7629,762,760-76399,760-77999,001-99999,,,DISEASES AND INJURIES
9724,972,960-97999,800-99999,001-99999,,,DISEASES AND INJURIES
04149,0414,041,030-04199,001-13999,001-99999,,DISEASES AND INJURIES
8112,811,81,76-8499,00-9999,,,PROCEDURES
64921,6492,649,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
2501,250,25,21-2999,00-9999,,,PROCEDURES
42511,4251,425,420-42999,390-45999,001-99999,,DISEASES AND INJURIES
37761,3776,377,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
9849,984,980-98999,800-99999,001-99999,,,DISEASES AND INJURIES
4893,489,48,42-5499,00-9999,,,PROCEDURES
94524,9452,945,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
41050,4105,410,410-41499,390-45999,001-99999,,DISEASES AND INJURIES
99939,9993,999,996-99999,800-99999,001-99999,,DISEASES AND INJURIES
38914,3891,389,380-38999,320-38999,001-99999,,DISEASES AND INJURIES
38912,3891,389,380-38999,320-38999,001-99999,,DISEASES AND INJURIES
3343,334,330-33799,320-38999,001-99999,,,DISEASES AND INJURIES
01300,0130,013,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
3004,300,300-31699,290-31999,001-99999,,,DISEASES AND INJURIES
V331,V33,V30-V3999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
V133,V13,V10-V1999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
4695,469,46,42-5499,00-9999,,,PROCEDURES
6869,686,680-68699,680-70999,001-99999,,,DISEASES AND INJURIES
7747,774,77,76-8499,00-9999,,,PROCEDURES
8872,887,880-88799,870-89799,800-99999,001-99999,,DISEASES AND INJURIES
52463,5246,524,520-52999,520-57999,001-99999,,DISEASES AND INJURIES
V1254,V125,V12,V10-V1999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
09489,0948,094,090-09999,001-13999,001-99999,,DISEASES AND INJURIES
0406,040,04,01-0599,00-9999,,,PROCEDURES
5721,572,57,55-5999,00-9999,,,PROCEDURES
83111,8311,831,830-83999,800-99999,001-99999,,DISEASES AND INJURIES
78452,7845,784,780-78999,780-79999,001-99999,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
V2384,V238,V23,V20-V2999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
V7799,V779,V77,V70-V8299,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
71812,7181,718,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
9460,946,940-94999,800-99999,001-99999,,,DISEASES AND INJURIES
46420,4642,464,460-46699,460-51999,001-99999,,DISEASES AND INJURIES
V7219,V721,V72,V70-V8299,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
99550,9955,995,990-99599,800-99999,001-99999,,DISEASES AND INJURIES
9099,909,90,87-9999,00-9999,,,PROCEDURES
9501,950,950-95799,800-99999,001-99999,,,DISEASES AND INJURIES
3148,314,300-31699,290-31999,001-99999,,,DISEASES AND INJURIES
4959,495,49,42-5499,00-9999,,,PROCEDURES
0087,008,00-0099,00-9999,,,,PROCEDURES
E8694,E869,E860-E8699,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
99760,9976,997,996-99999,800-99999,001-99999,,DISEASES AND INJURIES
9925,992,99,87-9999,00-9999,,,PROCEDURES
6524,652,65,65-7199,00-9999,,,PROCEDURES
1297,129,12,08-1699,00-9999,,,PROCEDURES
99762,9976,997,996-99999,800-99999,001-99999,,DISEASES AND INJURIES
11592,1159,115,110-11899,001-13999,001-99999,,DISEASES AND INJURIES
36451,3645,364,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
11590,1159,115,110-11899,001-13999,001-99999,,DISEASES AND INJURIES
6991,699,69,65-7199,00-9999,,,PROCEDURES
9614,961,960-97999,800-99999,001-99999,,,DISEASES AND INJURIES
6444,644,64,60-6499,00-9999,,,PROCEDURES
66880,6688,668,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
E8610,E861,E860-E8699,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
5566,556,555-55899,520-57999,001-99999,,,DISEASES AND INJURIES
7915,791,79,76-8499,00-9999,,,PROCEDURES
4514,451,45,42-5499,00-9999,,,PROCEDURES
V2540,V254,V25,V20-V2999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
E8059,E805,E800-E8079,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
41411,4141,414,410-41499,390-45999,001-99999,,DISEASES AND INJURIES
2122,212,210-22999,140-23999,001-99999,,,DISEASES AND INJURIES
64620,6462,646,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
71998,7199,719,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
V023,V02,V01-V0699,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
01486,0148,014,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
74449,7444,744,740-75999,001-99999,,,DISEASES AND INJURIES
60491,6049,604,600-60899,580-62999,001-99999,,DISEASES AND INJURIES
7251,725,72,72-7599,00-9999,,,PROCEDURES
313,31,30-3499,00-9999,,,,PROCEDURES
4349,434,43,42-5499,00-9999,,,PROCEDURES
8875,887,880-88799,870-89799,800-99999,001-99999,,DISEASES AND INJURIES
80031,8003,800,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
8677,867,860-86999,800-99999,001-99999,,,DISEASES AND INJURIES
5276,527,520-52999,520-57999,001-99999,,,DISEASES AND INJURIES
2461,246,240-24699,240-27999,001-99999,,,DISEASES AND INJURIES
7856,785,780-78999,780-79999,001-99999,,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
20176,2017,201,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
2348,234,230-23499,140-23999,001-99999,,,DISEASES AND INJURIES
0701,070,070-07999,001-13999,001-99999,,,DISEASES AND INJURIES
4476,447,440-44999,390-45999,001-99999,,,DISEASES AND INJURIES
7877,787,780-78999,780-79999,001-99999,,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
30301,3030,303,300-31699,290-31999,001-99999,,DISEASES AND INJURIES
01706,0170,017,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
01704,0170,017,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
E8768,E876,E870-E8769,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
185,179-18999,140-23999,001-99999,,,,DISEASES AND INJURIES
0115,011,01,01-0599,00-9999,,,PROCEDURES
4568,456,451-45999,390-45999,001-99999,,,DISEASES AND INJURIES
6901,690,69,65-7199,00-9999,,,PROCEDURES
4589,458,451-45999,390-45999,001-99999,,,DISEASES AND INJURIES
99644,9964,996,996-99999,800-99999,001-99999,,DISEASES AND INJURIES
01212,0121,012,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
V822,V82,V70-V8299,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
86511,8651,865,860-86999,800-99999,001-99999,,DISEASES AND INJURIES
4863,486,48,42-5499,00-9999,,,PROCEDURES
E8334,E833,E830-E8389,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
8503,850,850-85499,800-99999,001-99999,,,DISEASES AND INJURIES
8381,838,83,76-8499,00-9999,,,PROCEDURES
20294,2029,202,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
20292,2029,202,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
8032,803,80,76-8499,00-9999,,,PROCEDURES
36023,3602,360,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
36021,3602,360,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
5523,552,550-55399,520-57999,001-99999,,,DISEASES AND INJURIES
9044,904,90,87-9999,00-9999,,,PROCEDURES
76407,7640,764,764-77999,760-77999,001-99999,,DISEASES AND INJURIES
9503,950,95,87-9999,00-9999,,,PROCEDURES
76405,7640,764,764-77999,760-77999,001-99999,,DISEASES AND INJURIES
E8589,E858,E850-E8589,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
9305,930,93,87-9999,00-9999,,,PROCEDURES
E8587,E858,E850-E8589,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
V7189,V718,V71,V70-V8299,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
E9133,E913,E910-E9159,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
80332,8033,803,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
29551,2955,295,295-29999,290-29999,290-31999,001-99999,DISEASES AND INJURIES
20931,2093,209,209-20999,140-23999,001-99999,,DISEASES AND INJURIES
80334,8033,803,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
36964,3696,369,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
37153,3715,371,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
E9314,E931,E930-E9499,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
E9312,E931,E930-E9499,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
85255,8525,852,850-85499,800-99999,001-99999,,DISEASES AND INJURIES
41080,4108,410,410-41499,390-45999,001-99999,,DISEASES AND INJURIES
E8153,E815,E810-E8199,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
9152,915,910-91999,800-99999,001-99999,,,DISEASES AND INJURIES
64803,6480,648,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
3591,359,350-35999,320-38999,001-99999,,,DISEASES AND INJURIES
1504,150,150-15999,140-23999,001-99999,,,DISEASES AND INJURIES
3594,359,350-35999,320-38999,001-99999,,,DISEASES AND INJURIES
E9269,E926,E916-E9289,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
53210,5321,532,530-53999,520-57999,001-99999,,DISEASES AND INJURIES
V712,V71,V70-V8299,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
5529,552,55,55-5999,00-9999,,,PROCEDURES
22804,2280,228,210-22999,140-23999,001-99999,,DISEASES AND INJURIES
22802,2280,228,210-22999,140-23999,001-99999,,DISEASES AND INJURIES
01193,0119,011,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
4220,422,420-42999,390-45999,001-99999,,,DISEASES AND INJURIES
34404,3440,344,340-34999,320-38999,001-99999,,DISEASES AND INJURIES
65140,6514,651,650-65999,630-67999,001-99999,,DISEASES AND INJURIES
V271,V27,V20-V2999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
71514,7151,715,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
32752,3275,327,327-32799,320-38999,001-99999,,DISEASES AND INJURIES
64951,6495,649,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
E966,E960-E9699,E000-E9999,,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
V5481,V548,V54,V50-V5999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
5215,521,520-52999,520-57999,001-99999,,,DISEASES AND INJURIES
V2632,V263,V26,V20-V2999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
2592,259,25,21-2999,00-9999,,,PROCEDURES
E8031,E803,E800-E8079,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
6861,686,680-68699,680-70999,001-99999,,,DISEASES AND INJURIES
7795,779,764-77999,760-77999,001-99999,,,DISEASES AND INJURIES
7633,763,760-76399,760-77999,001-99999,,,DISEASES AND INJURIES
3481,348,340-34999,320-38999,001-99999,,,DISEASES AND INJURIES
9184,918,91,87-9999,00-9999,,,PROCEDURES
E8169,E816,E810-E8199,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
83219,8321,832,830-83999,800-99999,001-99999,,DISEASES AND INJURIES
94122,9412,941,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
66582,6658,665,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
66584,6658,665,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
78093,7809,780,780-78999,780-79999,001-99999,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
36363,3636,363,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
0549,054,050-05999,001-13999,001-99999,,,DISEASES AND INJURIES
284,28,21-2999,00-9999,,,,PROCEDURES
3560,356,35,35-3999,00-9999,,,PROCEDURES
7200,720,720-72499,710-73999,001-99999,,,DISEASES AND INJURIES
52110,5211,521,520-52999,520-57999,001-99999,,DISEASES AND INJURIES
71619,7161,716,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
71617,7161,716,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
V0171,V017,V01,V01-V0699,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
2988,298,295-29999,290-29999,290-31999,001-99999,,DISEASES AND INJURIES
V6409,V640,V64,V60-V6999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
7438,743,740-75999,001-99999,,,,DISEASES AND INJURIES
E8720,E872,E870-E8769,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
20970,2097,209,209-20999,140-23999,001-99999,,DISEASES AND INJURIES
4341,434,43,42-5499,00-9999,,,PROCEDURES
01105,0110,011,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
E856,E850-E8589,E000-E9999,,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
63682,6368,636,634-63999,630-67999,001-99999,,DISEASES AND INJURIES
59381,5938,593,590-59999,580-62999,001-99999,,DISEASES AND INJURIES
1267,126,12,08-1699,00-9999,,,PROCEDURES
9841,984,980-98999,800-99999,001-99999,,,DISEASES AND INJURIES
7704,770,77,76-8499,00-9999,,,PROCEDURES
01524,0152,015,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
4319,431,43,42-5499,00-9999,,,PROCEDURES
86394,8639,863,860-86999,800-99999,001-99999,,DISEASES AND INJURIES
V4381,V438,V43,V40-V4999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
94541,9454,945,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
64320,6432,643,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
E9376,E937,E930-E9499,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
E9374,E937,E930-E9499,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
4421,442,44,42-5499,00-9999,,,PROCEDURES
7822,782,78,76-8499,00-9999,,,PROCEDURES
64204,6420,642,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
3350,335,330-33799,320-38999,001-99999,,,DISEASES AND INJURIES
17350,1735,173,170-17699,140-23999,001-99999,,DISEASES AND INJURIES
4223,422,42,42-5499,00-9999,,,PROCEDURES
7685,768,764-77999,760-77999,001-99999,,,DISEASES AND INJURIES
65452,6545,654,650-65999,630-67999,001-99999,,DISEASES AND INJURIES
09842,0984,098,090-09999,001-13999,001-99999,,DISEASES AND INJURIES
9069,906,90,87-9999,00-9999,,,PROCEDURES
V825,V82,V70-V8299,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
71192,7119,711,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
V4575,V457,V45,V40-V4999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
2188,218,21,21-2999,00-9999,,,PROCEDURES
3563,356,35,35-3999,00-9999,,,PROCEDURES
56089,5608,560,560-56999,520-57999,001-99999,,DISEASES AND INJURIES
5493,549,54,42-5499,00-9999,,,PROCEDURES
2092,209,20,18-2099,00-9999,,,PROCEDURES
57461,5746,574,570-57999,520-57999,001-99999,,DISEASES AND INJURIES
7469,746,740-75999,001-99999,,,,DISEASES AND INJURIES
V5309,V530,V53,V50-V5999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
37200,3720,372,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
33828,3382,338,338-33899,320-38999,001-99999,,DISEASES AND INJURIES
V8702,V870,V87,V87-V8799,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
85302,8530,853,850-85499,800-99999,001-99999,,DISEASES AND INJURIES
64234,6423,642,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
9802,980,98,87-9999,00-9999,,,PROCEDURES
9597,959,958-95999,800-99999,001-99999,,,DISEASES AND INJURIES
E0140,E014,E001-E0309,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
81511,8151,815,810-81999,800-82999,800-99999,001-99999,DISEASES AND INJURIES
17380,1738,173,170-17699,140-23999,001-99999,,DISEASES AND INJURIES
67631,6763,676,670-67799,630-67999,001-99999,,DISEASES AND INJURIES
72749,7274,727,725-72999,710-73999,001-99999,,DISEASES AND INJURIES
79389,7938,793,790-79699,780-79999,001-99999,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
9731,973,960-97999,800-99999,001-99999,,,DISEASES AND INJURIES
37831,3783,378,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
9352,935,93,87-9999,00-9999,,,PROCEDURES
9091,909,90,87-9999,00-9999,,,PROCEDURES
9637,963,96,87-9999,00-9999,,,PROCEDURES
0823,082,08,08-1699,00-9999,,,PROCEDURES
62579,6257,625,617-62999,580-62999,001-99999,,DISEASES AND INJURIES
135,130-13699,001-13999,001-99999,,,,DISEASES AND INJURIES
7707,770,77,76-8499,00-9999,,,PROCEDURES
7599,759,75,72-7599,00-9999,,,PROCEDURES
53251,5325,532,530-53999,520-57999,001-99999,,DISEASES AND INJURIES
87261,8726,872,870-87999,870-89799,800-99999,001-99999,DISEASES AND INJURIES
66193,6619,661,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
301,30,30-3499,00-9999,,,,PROCEDURES
V061,V06,V01-V0699,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
8859,885,88,87-9999,00-9999,,,PROCEDURES
7246,724,720-72499,710-73999,001-99999,,,DISEASES AND INJURIES
3094,309,300-31699,290-31999,001-99999,,,DISEASES AND INJURIES
462,460-46699,460-51999,001-99999,,,,DISEASES AND INJURIES
36100,3610,361,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
37929,3792,379,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
5712,571,570-57999,520-57999,001-99999,,,DISEASES AND INJURIES
5029,502,50,42-5499,00-9999,,,PROCEDURES
8414,841,84,76-8499,00-9999,,,PROCEDURES
7359,735,730-73999,710-73999,001-99999,,,DISEASES AND INJURIES
80411,8041,804,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
0668,066,060-06699,001-13999,001-99999,,,DISEASES AND INJURIES
4931,493,49,42-5499,00-9999,,,PROCEDURES
2311,231,230-23499,140-23999,001-99999,,,DISEASES AND INJURIES
V212,V21,V20-V2999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
84202,8420,842,840-84899,800-99999,001-99999,,DISEASES AND INJURIES
30748,3074,307,300-31699,290-31999,001-99999,,DISEASES AND INJURIES
30746,3074,307,300-31699,290-31999,001-99999,,DISEASES AND INJURIES
6382,638,634-63999,630-67999,001-99999,,,DISEASES AND INJURIES
47879,4787,478,470-47899,460-51999,001-99999,,DISEASES AND INJURIES
38330,3833,383,380-38999,320-38999,001-99999,,DISEASES AND INJURIES
2732,273,270-27999,240-27999,001-99999,,,DISEASES AND INJURIES
56213,5621,562,560-56999,520-57999,001-99999,,DISEASES AND INJURIES
01135,0113,011,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
94152,9415,941,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
52422,5242,524,520-52999,520-57999,001-99999,,DISEASES AND INJURIES
07798,0779,077,070-07999,001-13999,001-99999,,DISEASES AND INJURIES
V746,V74,V70-V8299,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
82340,8234,823,820-82999,800-82999,800-99999,001-99999,DISEASES AND INJURIES
86131,8613,861,860-86999,800-99999,001-99999,,DISEASES AND INJURIES
64874,6487,648,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
3419,341,340-34999,320-38999,001-99999,,,DISEASES AND INJURIES
3848,384,38,35-3999,00-9999,,,PROCEDURES
9762,976,960-97999,800-99999,001-99999,,,DISEASES AND INJURIES
154,15,08-1699,00-9999,,,,PROCEDURES
9765,976,960-97999,800-99999,001-99999,,,DISEASES AND INJURIES
5889,588,580-58999,580-62999,001-99999,,,DISEASES AND INJURIES
80390,8039,803,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
3988,398,39,35-3999,00-9999,,,PROCEDURES
07952,0795,079,070-07999,001-13999,001-99999,,DISEASES AND INJURIES
84512,8451,845,840-84899,800-99999,001-99999,,DISEASES AND INJURIES
315,31,30-3499,00-9999,,,,PROCEDURES
9916,991,990-99599,800-99999,001-99999,,,DISEASES AND INJURIES
36622,3662,366,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
67030,6703,670,670-67799,630-67999,001-99999,,DISEASES AND INJURIES
436,43,42-5499,00-9999,,,,PROCEDURES
5602,560,560-56999,520-57999,001-99999,,,DISEASES AND INJURIES
E9808,E980,E980-E9899,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
V0731,V073,V07,V07-V0999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
78441,7844,784,780-78999,780-79999,001-99999,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
78443,7844,784,780-78999,780-79999,001-99999,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
42781,4278,427,420-42999,390-45999,001-99999,,DISEASES AND INJURIES
V8732,V873,V87,V87-V8799,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
